,user,tweet,stem,label,tokenizing
94,Kandjeng Mami Anita Nova,"Ya Allah say opo""o Naura... Sakit apa say... Smoga lekas sembuh yaa nak sehat sedia kala aamiin",ya allah say opo o naura sakit say smoga lekas sembuh yaa nak sehat sedia aamiin,0,"['ya', 'allah', 'say', 'opo', 'o', 'naura', 'sakit', 'apa', 'say', 'smoga', 'lekas', 'sembuh', 'yaa', 'nak', 'sehat', 'sedia', 'kala', 'aamiin']"
95,Nuriya Achmad,Lho sakit apa nak? Semoga lekas sehat.,lho sakit nak moga lekas sehat,0,"['lho', 'sakit', 'apa', 'nak', 'semoga', 'lekas', 'sehat']"
96,Fitria Musdalifah,Naura Naura,naura naura,0,"['naura', 'naura']"
97,Dewi Febriana,Moga lekas sembuh kak Naura. Mbak   yang sabar yaa dan jangan lupa jaga kesehatan juga,moga lekas sembuh kak naura mbak sabar yaa lupa jaga sehat,0,"['moga', 'lekas', 'sembuh', 'kak', 'naura', 'mbak', 'yang', 'sabar', 'yaa', 'dan', 'jangan', 'lupa', 'jaga', 'kesehatan', 'juga']"
98,Kokomkomariah,Sakit ap ma naura semoga cepat sembuh,sakit ap ma naura moga cepat sembuh,0,"['sakit', 'ap', 'ma', 'naura', 'semoga', 'cepat', 'sembuh']"
99,Rahmah Nuzulur,semoga lekas sembuh nov anaknya,moga lekas sembuh nov anak,0,"['semoga', 'lekas', 'sembuh', 'nov', 'anaknya']"
100,UsaHerdyastuti Gofar,Cepet sembuh ya nak ..,cepet sembuh ya nak,0,"['cepet', 'sembuh', 'ya', 'nak']"
101,Yanie Mey,Brpa hrga operasi?,brpa hrga operasi,0,"['brpa', 'hrga', 'operasi']"
102,Jare Gagah,Aku juga ingin di oprasi metode konvensional/ Bpjs... tapi masih pikir2 untuk oprasi. Soalnya masih ada rasa takut,oprasi metode konvensional bpjs pikir oprasi takut,-1,"['aku', 'juga', 'ingin', 'di', 'oprasi', 'metode', 'konvensional', 'bpjs', 'tapi', 'masih', 'pikir', 'untuk', 'oprasi', 'soalnya', 'masih', 'ada', 'rasa', 'takut']"
103,Ira Al Qorni,Bener juga sih klo blm prnh merskn dioperasi membayangkan aja rasax TDK tidur semalaman,bener sih klo blm prnh merskn operasi bayang aja rasax tidur malam,0,"['bener', 'juga', 'sih', 'klo', 'blm', 'prnh', 'merskn', 'dioperasi', 'membayangkan', 'aja', 'rasax', 'tdk', 'tidur', 'semalaman']"
104,Chayra Hermanto,"Ini cerita, jdi Penyemangat untuk para penderita wasir",cerita jdi semangat derita wasir,0,"['ini', 'cerita', 'jdi', 'penyemangat', 'untuk', 'para', 'penderita', 'wasir']"
105,Pardede Putra Sonak Malela,"Saya juga dioperasi, dicover ama bpjs.",operasi dicover ama bpjs,0,"['saya', 'juga', 'dioperasi', 'dicover', 'ama', 'bpjs']"
106,Aby Shek Kurana,Msih blom bebas jg klo pola makannya d atur jdi klo k pngen yg lain gak bsa,msih blom bebas klo pola makan d atur jdi klo k pngen bsa,1,"['msih', 'blom', 'bebas', 'jg', 'klo', 'pola', 'makannya', 'd', 'atur', 'jdi', 'klo', 'k', 'pngen', 'yg', 'lain', 'gak', 'bsa']"
107,Lala Lili Lulu,"Bang, kmren op nya sudah stadium brpa?",bang kmren op stadium brpa,0,"['bang', 'kmren', 'op', 'nya', 'sudah', 'stadium', 'brpa']"
108,ChanTy ADja,"Timbang masang infus Skali brdarah za sgtu Marahnya.. w prnh dirawat gara2 pembuluh darahnya ga kliatan trs infusan mampet. mpe berkali2 pindah tmpt x.. malah pasrah za.. lgian klo emosian bgtu mendingan dirawat dirmh za, ga usah dibawa keRS....",timbang masang infus skali brdarah za sgtu marah w prnh rawat gara buluh darah ga kliatan trs infus mampet mpe kali pindah tmpt pasrah za lgian klo emosi bgtu mending rawat dirmh za ga bawa kers,-1,"['timbang', 'masang', 'infus', 'skali', 'brdarah', 'za', 'sgtu', 'marahnya', 'w', 'prnh', 'dirawat', 'gara', 'pembuluh', 'darahnya', 'ga', 'kliatan', 'trs', 'infusan', 'mampet', 'mpe', 'berkali', 'pindah', 'tmpt', 'x', 'malah', 'pasrah', 'za', 'lgian', 'klo', 'emosian', 'bgtu', 'mendingan', 'dirawat', 'dirmh', 'za', 'ga', 'usah', 'dibawa', 'kers']"
109,Dewi Purwati,Ank q di infus smapik 30 kali ja q di suruh plng krn gk bisa di infus q diem aja pdhal keRS lain suruh buat laporan tp q gak mau yg penting anku segera di layani di RS lain dan cepet sembuh,ank q infus smapik kali ja q suruh plng krn gk infus q diem aja pdhal kers suruh lapor q anku layan rs cepet sembuh,0,"['ank', 'q', 'di', 'infus', 'smapik', 'kali', 'ja', 'q', 'di', 'suruh', 'plng', 'krn', 'gk', 'bisa', 'di', 'infus', 'q', 'diem', 'aja', 'pdhal', 'kers', 'lain', 'suruh', 'buat', 'laporan', 'tp', 'q', 'gak', 'mau', 'yg', 'penting', 'anku', 'segera', 'di', 'layani', 'di', 'rs', 'lain', 'dan', 'cepet', 'sembuh']"
110,Amanda Thea,"Tp ini bukan masalah tusuk infus gaes, ini pas mau lepas infus. Udah sesuai SOP, selesai cabut langsung di gendong. Lepas kapasnya langsung berdarah.",tusuk infus gaes pas lepas infus udah sesuai sop selesai cabut langsung gendong lepas kapas langsung darah,-1,"['tp', 'ini', 'bukan', 'masalah', 'tusuk', 'infus', 'gaes', 'ini', 'pas', 'mau', 'lepas', 'infus', 'udah', 'sesuai', 'sop', 'selesai', 'cabut', 'langsung', 'di', 'gendong', 'lepas', 'kapasnya', 'langsung', 'berdarah']"
111,Mamahe Aldy P,Ujung ujung nya paling kata maaf,ujung ujung maaf,1,"['ujung', 'ujung', 'nya', 'paling', 'kata', 'maaf']"
112,Mei Bundana Rafka-rasya,"AQ pernah ngalamin ini,anakku pas usia 4 bulan,totalnya 20 lebih tusukan,sampe2 di Bawak ke ruang bedah buat masang infus,akhirnya bisa,itupun pasangnya dapet di kaki...sedih dan nggak tega sebenernya...tapi Alhamdulillah...sekarang anaknya sehat...",aq ngalamin anak pas usia total tusuk sampe bawak ruang bedah masang infus itu pasang dapet kaki sedih nggak tega sebenernya alhamdulillah anak sehat,1,"['aq', 'pernah', 'ngalamin', 'ini', 'anakku', 'pas', 'usia', 'bulan', 'totalnya', 'lebih', 'tusukan', 'sampe', 'di', 'bawak', 'ke', 'ruang', 'bedah', 'buat', 'masang', 'infus', 'akhirnya', 'bisa', 'itupun', 'pasangnya', 'dapet', 'di', 'kaki', 'sedih', 'dan', 'nggak', 'tega', 'sebenernya', 'tapi', 'alhamdulillah', 'sekarang', 'anaknya', 'sehat']"
113,Juli Ani,"Dimana pun siapa pun pasti ada kesalahan yg namanya pasang infus pasti berdarah kl TDK mauberdarah atau anak kesakitan jangan di bawa ke rumah sakit ,semua kita alami kl kita dirawat di rumah sakit jangan emosi dulu di tegur yg bagus jg emosi anak kita…",mana salah nama pasang infus darah kl mauberdarah anak sakit bawa rumah sakit alami kl rawat rumah sakit emosi tegur bagus emosi anak,-1,"['dimana', 'pun', 'siapa', 'pun', 'pasti', 'ada', 'kesalahan', 'yg', 'namanya', 'pasang', 'infus', 'pasti', 'berdarah', 'kl', 'tdk', 'mauberdarah', 'atau', 'anak', 'kesakitan', 'jangan', 'di', 'bawa', 'ke', 'rumah', 'sakit', 'semua', 'kita', 'alami', 'kl', 'kita', 'dirawat', 'di', 'rumah', 'sakit', 'jangan', 'emosi', 'dulu', 'di', 'tegur', 'yg', 'bagus', 'jg', 'emosi', 'anak', 'kita']"
114,Heryyanto Heryyanto,"kemungkinan perawatnya jutek saat berhadapan dgn keluarga pasien. menjadi emosi terpendam, saat ada masalah baru, emosi pun meledak",awat jutek hadap dgn keluarga pasien emosi pendam emosi ledak,1,"['kemungkinan', 'perawatnya', 'jutek', 'saat', 'berhadapan', 'dgn', 'keluarga', 'pasien', 'menjadi', 'emosi', 'terpendam', 'saat', 'ada', 'masalah', 'baru', 'emosi', 'pun', 'meledak']"
115,Wahyu Hesti,Masang infus kalo berdarah itu wajar pak..karna kan masang lewat pembuluh...bukan di otot... pakk segitunya arogan banget kelakuannya..,masang infus kalo darah wajar karna masang buluh otot pakk segitunya arogan banget laku,0,"['masang', 'infus', 'kalo', 'berdarah', 'itu', 'wajar', 'pak', 'karna', 'kan', 'masang', 'lewat', 'pembuluh', 'bukan', 'di', 'otot', 'pakk', 'segitunya', 'arogan', 'banget', 'kelakuannya']"
116,Ratusamantha,"Wajarlh bpkny marah itu perawat klu gk bs mnt yg lainlh yg masang jgn d paksa , gara2 salah psg infus jg bs berakibat fatal, dtg mau berobat malah jd parah y emosilh org tuanya, sy pernah ngalami ky gini",wajarlh bpkny marah awat klu gk bs mnt lainlh masang jgn d paksa gara salah psg infus bs akibat fatal dtg obat jd parah y emosilh org tua sy ngalami ky gin,-1,"['wajarlh', 'bpkny', 'marah', 'itu', 'perawat', 'klu', 'gk', 'bs', 'mnt', 'yg', 'lainlh', 'yg', 'masang', 'jgn', 'd', 'paksa', 'gara', 'salah', 'psg', 'infus', 'jg', 'bs', 'berakibat', 'fatal', 'dtg', 'mau', 'berobat', 'malah', 'jd', 'parah', 'y', 'emosilh', 'org', 'tuanya', 'sy', 'pernah', 'ngalami', 'ky', 'gini']"
117,Vivien Thok,Anakku belum ada setahun berulang x gagal diiinfus. Sampai nangis aku liatnya. Naluriku sebagai seorang ibu g tega liatnya. Tapi aku juga g mukul atau jambak bahkan nyeret perawatnya. Lebih pasrah dan berdoa saja. alhamdullilah sampai sekarang sehat walafiat.,anak tahun ulang gagal diiinfus nang liat naluri tega liat mukul jambak nyeret awat pasrah doa alhamdullilah sehat walafiat,-1,"['anakku', 'belum', 'ada', 'setahun', 'berulang', 'x', 'gagal', 'diiinfus', 'sampai', 'nangis', 'aku', 'liatnya', 'naluriku', 'sebagai', 'seorang', 'ibu', 'g', 'tega', 'liatnya', 'tapi', 'aku', 'juga', 'g', 'mukul', 'atau', 'jambak', 'bahkan', 'nyeret', 'perawatnya', 'lebih', 'pasrah', 'dan', 'berdoa', 'saja', 'alhamdullilah', 'sampai', 'sekarang', 'sehat', 'walafiat']"
118,Eko Nug,"Saya mencoba memahami bagaimana kondisi psikologis si bapak baju merah saat anaknya sakit, pasti naluri akan melakukan apa saja demi kesembuhannya,.. walaupun tindaknya sangat berlebihan,...",coba paham kondisi psikologis si baju merah anak sakit naluri sembuh tindak,-1,"['saya', 'mencoba', 'memahami', 'bagaimana', 'kondisi', 'psikologis', 'si', 'bapak', 'baju', 'merah', 'saat', 'anaknya', 'sakit', 'pasti', 'naluri', 'akan', 'melakukan', 'apa', 'saja', 'demi', 'kesembuhannya', 'walaupun', 'tindaknya', 'sangat', 'berlebihan']"
119,Legino Ayahnya Sofi,Saya juga gtu.. pernah di infus di tusuk smpe ber x2 tp bkn berarti mereka perawat tu salah.. mereka juga berusaha emg trkadang ad yg susah cari pena/pembulu darah ny yg sangat kcil hingga nal ny pn hrs yg untuk beby..  mereka jga sllu ingin yg trbaik …,gtu infus tusuk smpe ber bkn awat salah usaha emg trkadang ad susah cari pena bulu darah ny kcil nal ny pn hrs beby jga sllu trbaik,-1,"['saya', 'juga', 'gtu', 'pernah', 'di', 'infus', 'di', 'tusuk', 'smpe', 'ber', 'x', 'tp', 'bkn', 'berarti', 'mereka', 'perawat', 'tu', 'salah', 'mereka', 'juga', 'berusaha', 'emg', 'trkadang', 'ad', 'yg', 'susah', 'cari', 'pena', 'pembulu', 'darah', 'ny', 'yg', 'sangat', 'kcil', 'hingga', 'nal', 'ny', 'pn', 'hrs', 'yg', 'untuk', 'beby', 'mereka', 'jga', 'sllu', 'ingin', 'yg', 'trbaik']"
120,Mami Kezia,"Saya pernah begitu .. anak gagal infus sampe darah kemana2, kesel sih liat nya karna ngak tega liat anak nangis,saran aja jika ada perawat seperti itu tolong ketika infus gagal mohon maaf n diberi penjelasan PD keluarga ,, mungkin bapak itu kesel tapi …",anak gagal infus sampe darah mana kesel sih liat karna ngak tega liat anak nang saran aja awat tolong infus gagal mohon maaf n jelas pd keluarga kesel,-1,"['saya', 'pernah', 'begitu', 'anak', 'gagal', 'infus', 'sampe', 'darah', 'kemana', 'kesel', 'sih', 'liat', 'nya', 'karna', 'ngak', 'tega', 'liat', 'anak', 'nangis', 'saran', 'aja', 'jika', 'ada', 'perawat', 'seperti', 'itu', 'tolong', 'ketika', 'infus', 'gagal', 'mohon', 'maaf', 'n', 'diberi', 'penjelasan', 'pd', 'keluarga', 'mungkin', 'bapak', 'itu', 'kesel', 'tapi']"
121,Alley Damayanti,Manusiawi seorang bapak yg menyayangi anaknya .  stressed sdh pasti kondisi pandemi  Mungkin ada rasa traumatis yg mendalam ......sabarrr sabarrrrrrrrr,manusiawi sayang anak stressed sdh kondisi pandemi traumatis dalam sabarrr sabarrrrrrrrr,1,"['manusiawi', 'seorang', 'bapak', 'yg', 'menyayangi', 'anaknya', 'stressed', 'sdh', 'pasti', 'kondisi', 'pandemi', 'mungkin', 'ada', 'rasa', 'traumatis', 'yg', 'mendalam', 'sabarrr', 'sabarrrrrrrrr']"
122,Nuzila Elmi,"Lagian itu anak mau pulang, makanya ada prosedur  melepas infus. Kalau bnyak gerak terus kapas plesternya copot pasti keluar darah kalau kondisi bekas infus masih baru, apalagi anak 2 tahun ga bisa diem... Mungkin juga si perawat komunikasi terapeutik …",anak pulang prosedur lepas infus bnyak gerak kapas plester copot darah kondisi bekas infus anak ga diem si awat komunikasi terapeutik,-1,"['lagian', 'itu', 'anak', 'mau', 'pulang', 'makanya', 'ada', 'prosedur', 'melepas', 'infus', 'kalau', 'bnyak', 'gerak', 'terus', 'kapas', 'plesternya', 'copot', 'pasti', 'keluar', 'darah', 'kalau', 'kondisi', 'bekas', 'infus', 'masih', 'baru', 'apalagi', 'anak', 'tahun', 'ga', 'bisa', 'diem', 'mungkin', 'juga', 'si', 'perawat', 'komunikasi', 'terapeutik']"
123,Rahmat Hendra,"Gk bisa hanya menyalakan pelaku, memang ada OKNUM Perawat yg sangat menyakitkan hati, apalagi kalo kita berobat pakai BPJS, sering sekali kita sebagai pasien tidak dihargai dan pelayanan nya asal-asalan..",gk nyala laku oknum awat sakit hati kalo obat pakai bpjs pasien harga layan asal,1,"['gk', 'bisa', 'hanya', 'menyalakan', 'pelaku', 'memang', 'ada', 'oknum', 'perawat', 'yg', 'sangat', 'menyakitkan', 'hati', 'apalagi', 'kalo', 'kita', 'berobat', 'pakai', 'bpjs', 'sering', 'sekali', 'kita', 'sebagai', 'pasien', 'tidak', 'dihargai', 'dan', 'pelayanan', 'nya', 'asal', 'asalan']"
124,Marwoto Saputro,"Informasikan ke seluruh rumah sakit supaya keluarga ini gk diterima berobat dirumah sakit manapun ,nggk perlu dilayani",informasi rumah sakit keluarga gk terima obat rumah sakit mana nggk layan,-1,"['informasikan', 'ke', 'seluruh', 'rumah', 'sakit', 'supaya', 'keluarga', 'ini', 'gk', 'diterima', 'berobat', 'dirumah', 'sakit', 'manapun', 'nggk', 'perlu', 'dilayani']"
125,Diianzt Vanzt Houttent,Nyari jalur pembulu darah ituu susah loh ..bahkan yg di tangan aja  belum tentu ada ..bisa di kaki juga naruh infusnya ..,nyari jalur bulu darah ituu susah loh tangan aja kaki naruh infus,-1,"['nyari', 'jalur', 'pembulu', 'darah', 'ituu', 'susah', 'loh', 'bahkan', 'yg', 'di', 'tangan', 'aja', 'belum', 'tentu', 'ada', 'bisa', 'di', 'kaki', 'juga', 'naruh', 'infusnya']"
126,Hariyanti Agustina,"Teruntuk pak botak klo andai kata eh seumpama kamu menang di hukum kamu terbukti tidak salah, tenang pak botak sangsi sosial cibiran jempol netijen lbih yahuuudd lebih ahhh mantap",untuk botak klo andai eh umpama menang hukum bukti salah tenang botak sangsi sosial cibir jempol netijen lbih yahuuudd ahhh mantap,1,"['teruntuk', 'pak', 'botak', 'klo', 'andai', 'kata', 'eh', 'seumpama', 'kamu', 'menang', 'di', 'hukum', 'kamu', 'terbukti', 'tidak', 'salah', 'tenang', 'pak', 'botak', 'sangsi', 'sosial', 'cibiran', 'jempol', 'netijen', 'lbih', 'yahuuudd', 'lebih', 'ahhh', 'mantap']"
127,Batubara Hartono,Memasang infus itu tidak semudah meniup sempritan boss.!,pasang infus mudah tiup semprit boss,1,"['memasang', 'infus', 'itu', 'tidak', 'semudah', 'meniup', 'sempritan', 'boss']"
128,Vina Yani,"Tidak manusiawi org seperti ini ,,,Berni y sama prempuan aja ,,,ntr d tuntut klrga si permpuan ,,,Bru blng mnta maaf bnyx lh sgala alasan ,,,,,hjaar balik jgn d kasi ampun ,,,dia tu sok jago ,,,klw dia tu ad di daerah kmi ndx pake",manusiawi org berni y prempuan aja ntr d tuntut klrga si permpuan bru blng mnta maaf bnyx lh sgala alas hjaar jgn d kasi ampun sok jago klw ad daerah kmi ndx pake,0,"['tidak', 'manusiawi', 'org', 'seperti', 'ini', 'berni', 'y', 'sama', 'prempuan', 'aja', 'ntr', 'd', 'tuntut', 'klrga', 'si', 'permpuan', 'bru', 'blng', 'mnta', 'maaf', 'bnyx', 'lh', 'sgala', 'alasan', 'hjaar', 'balik', 'jgn', 'd', 'kasi', 'ampun', 'dia', 'tu', 'sok', 'jago', 'klw', 'dia', 'tu', 'ad', 'di', 'daerah', 'kmi', 'ndx', 'pake']"
129,Endah Wulandari,"Dulu pernah ngalamin kek gitu (nginfus SMP berdarah2 plus sambil canda2 sm temen2nya) padahal sy udh nangis2 krn ga tega liat anak sy, mo marah dah gada tenaga, berusaha sabar, tapi beda lagi cerita nya klo ketemu kluarga pasien yg gasabar salah2 yg ada kena jambak.",ngalamin gitu nginfus smp darah plus canda sm temennya sy udh nang krn ga tega liat anak sy mo marah dah gada tenaga usaha sabar beda cerita klo ketemu kluarga pasien gasabar salah kena jambak,-1,"['dulu', 'pernah', 'ngalamin', 'kek', 'gitu', 'nginfus', 'smp', 'berdarah', 'plus', 'sambil', 'canda', 'sm', 'temennya', 'padahal', 'sy', 'udh', 'nangis', 'krn', 'ga', 'tega', 'liat', 'anak', 'sy', 'mo', 'marah', 'dah', 'gada', 'tenaga', 'berusaha', 'sabar', 'tapi', 'beda', 'lagi', 'cerita', 'nya', 'klo', 'ketemu', 'kluarga', 'pasien', 'yg', 'gasabar', 'salah', 'yg', 'ada', 'kena', 'jambak']"
130,Abednego,Ya ..mngkin bapaknya ksih syangnya luar biasa..tpi klau bsa di rawat sendiri Pak jgan di bawah ke rmah sakit...,ya mngkin bapak ksih syangnya tpi klau bsa rawat jgan rmah sakit,-1,"['ya', 'mngkin', 'bapaknya', 'ksih', 'syangnya', 'luar', 'biasa', 'tpi', 'klau', 'bsa', 'di', 'rawat', 'sendiri', 'pak', 'jgan', 'di', 'bawah', 'ke', 'rmah', 'sakit']"
131,Della Delvira,INFONYA SALAH! YG BENER INI PERAWAT MAU MENCOPOT INFUSNYA KARNA MAU PULANG TAPI KARNA ANAKNYA GABISA DIEM PAS UDAH DICOPOT PLESTERNYA LEPAS DARAHNYA KELUAR DAN SI EMAKNYA SHOK SAMPE LAPOR SUAMINYA. BACA DI LAMBE TURAH,info salah bener awat copot infus karna pulang karna anak gabisa diem pas udah copot plester lepas darah si emaknya shok sampe lapor suami baca lambe turah,-1,"['infonya', 'salah', 'yg', 'bener', 'ini', 'perawat', 'mau', 'mencopot', 'infusnya', 'karna', 'mau', 'pulang', 'tapi', 'karna', 'anaknya', 'gabisa', 'diem', 'pas', 'udah', 'dicopot', 'plesternya', 'lepas', 'darahnya', 'keluar', 'dan', 'si', 'emaknya', 'shok', 'sampe', 'lapor', 'suaminya', 'baca', 'di', 'lambe', 'turah']"
132,Rya Zafitri,"Sakit gk sakitnya juga bisa tergantung dari siapa yang psang infus klo kurang ahli atau pengalaman rasanya sakit , prnah dirawat waktu ditempat 1 rasa nya luar biasa seperti didorong2 alhasil gk bnr tangan bengkak trs pas dirujuk ke tempat ke 2 pindah …",sakit gk sakit gantung psang infus klo ahli alam sakit prnah rawat tempat dorong alhasil gk bnr tangan bengkak trs pas rujuk pindah,-1,"['sakit', 'gk', 'sakitnya', 'juga', 'bisa', 'tergantung', 'dari', 'siapa', 'yang', 'psang', 'infus', 'klo', 'kurang', 'ahli', 'atau', 'pengalaman', 'rasanya', 'sakit', 'prnah', 'dirawat', 'waktu', 'ditempat', 'rasa', 'nya', 'luar', 'biasa', 'seperti', 'didorong', 'alhasil', 'gk', 'bnr', 'tangan', 'bengkak', 'trs', 'pas', 'dirujuk', 'ke', 'tempat', 'ke', 'pindah']"
133,Erny Ghea,"Tendang aja telor nya.gak ada otak laki laki kok kasar,ngaku ngaku polisi lagi.emang kenapa kalo lu,polisi itu tuhan kah yg harus di sembah",tendang aja telor otak laki laki kasar ngaku ngaku polisi emang kalo lu polisi tuhan kah sembah,-1,"['tendang', 'aja', 'telor', 'nya', 'gak', 'ada', 'otak', 'laki', 'laki', 'kok', 'kasar', 'ngaku', 'ngaku', 'polisi', 'lagi', 'emang', 'kenapa', 'kalo', 'lu', 'polisi', 'itu', 'tuhan', 'kah', 'yg', 'harus', 'di', 'sembah']"
134,Faisal Ramadhan,"Bruhh, pasang infus pasien anak gk segampang dewasa yang bisa di kasih tau, bisa koperatif. Lah anak2 mana bisa.",bruhh pasang infus pasien anak gk gampang dewasa kasih tau koperatif anak,1,"['bruhh', 'pasang', 'infus', 'pasien', 'anak', 'gk', 'segampang', 'dewasa', 'yang', 'bisa', 'di', 'kasih', 'tau', 'bisa', 'koperatif', 'lah', 'anak', 'mana', 'bisa']"
135,Candra William,"Ane pernah dapet pengalaman ketika tiang infus bokap yang lagi dalam kondisi antara hidup dan meninggal ga sengaja jatoh ke ketarik sama perawat. Rasanya spontan kesel sampe ke ubun ubun, mau nampol dll. Tapi untung nya masih bisa nahan, karena ga mau …",ane dapet alam tiang infus bokap kondisi hidup tinggal ga sengaja jatoh tarik awat spontan kesel sampe ubun ubun nampol dll untung nahan ga,1,"['ane', 'pernah', 'dapet', 'pengalaman', 'ketika', 'tiang', 'infus', 'bokap', 'yang', 'lagi', 'dalam', 'kondisi', 'antara', 'hidup', 'dan', 'meninggal', 'ga', 'sengaja', 'jatoh', 'ke', 'ketarik', 'sama', 'perawat', 'rasanya', 'spontan', 'kesel', 'sampe', 'ke', 'ubun', 'ubun', 'mau', 'nampol', 'dll', 'tapi', 'untung', 'nya', 'masih', 'bisa', 'nahan', 'karena', 'ga', 'mau']"
136,Suratman Hamid,"intinya tetap bpk ini salah, namany jg menganiaya org adl kejahatan, seharusny tdk dgn cara sprti itu klw ada kesalahan dri pihak oknum petugas RS, proses hukum sj biar adil",inti bpk salah namany aniaya org adl jahat seharusny dgn sprti klw salah dri oknum tugas rs proses hukum sj biar adil,-1,"['intinya', 'tetap', 'bpk', 'ini', 'salah', 'namany', 'jg', 'menganiaya', 'org', 'adl', 'kejahatan', 'seharusny', 'tdk', 'dgn', 'cara', 'sprti', 'itu', 'klw', 'ada', 'kesalahan', 'dri', 'pihak', 'oknum', 'petugas', 'rs', 'proses', 'hukum', 'sj', 'biar', 'adil']"
137,Sovhia Prinensi,Sy juga pernah opname gr2 muntaber terus diinfus.. sudah lihat susahnya bagaimana masang jarum trus sempat sampe bengkak/ngilu gitu (entah masangnya terlalu dalam atau gimana sy ga tau karna sy awam ttp pengetahuan medis) jd diam aja namanya sy sakit p…,sy opname gr muntaber infus lihat susah masang jarum trus sampe bengkak ngilu gitu masangnya gimana sy ga tau karna sy awam ttp tahu medis jd diam aja nama sy sakit p,-1,"['sy', 'juga', 'pernah', 'opname', 'gr', 'muntaber', 'terus', 'diinfus', 'sudah', 'lihat', 'susahnya', 'bagaimana', 'masang', 'jarum', 'trus', 'sempat', 'sampe', 'bengkak', 'ngilu', 'gitu', 'entah', 'masangnya', 'terlalu', 'dalam', 'atau', 'gimana', 'sy', 'ga', 'tau', 'karna', 'sy', 'awam', 'ttp', 'pengetahuan', 'medis', 'jd', 'diam', 'aja', 'namanya', 'sy', 'sakit', 'p']"
138,Puryanto Masteng,"Si botak marah pasti ada penyebabnya, kesalahannya dia sampai melakukan tindakan penganiayaan pada perawat tersebut.",si botak marah sebab salah tindak aniaya awat,-1,"['si', 'botak', 'marah', 'pasti', 'ada', 'penyebabnya', 'kesalahannya', 'dia', 'sampai', 'melakukan', 'tindakan', 'penganiayaan', 'pada', 'perawat', 'tersebut']"
139,ErnaWati Ma'e Setiyarahma,Nunggu video klarifikasi seperti yg sudah sudah cuma dengan kata MAAF,nunggu video klarifikasi maaf,1,"['nunggu', 'video', 'klarifikasi', 'seperti', 'yg', 'sudah', 'sudah', 'cuma', 'dengan', 'kata', 'maaf']"
